obdAlertEnabled,isContinuousConnectEnabled,listenOnlyModeReason,auxWarningSpeed,enableAuxWarning,enableControlExternalRelay,externalDeviceShutDownDelay,immobilizeArming,immobilizeUnit,isAuxIgnTrigger,isAuxInverted,accelerationWarningThreshold,accelerometerThresholdWarningFactor,brakingWarningThreshold,corneringWarningThreshold,enableBeepOnDangerousDriving,enableBeepOnRpm,engineHourOffset,isActiveTrackingEnabled,forceActiveTracking,isDriverSeatbeltWarningOn,isPassengerSeatbeltWarningOn,isReverseDetectOn,isIoxConnectionEnabled,odometerFactor,odometerOffset,rpmValue,seatbeltWarningSpeed,activeFrom,activeTo,disableBuzzer,enableBeepOnIdle,enableSpeedWarning,engineType,idleMinutes,isSpeedIndicator,minAccidentSpeed,speedingOff,speedingOn,goTalkLanguage,fuelTankCapacity,wifiHotspotLimits,autoGroups,customParameters,protobufCustomParameters,enableMustReprogram,engineVehicleIdentificationNumber,ensureHotStart,gpsOffDelay,licensePlate,licenseState,major,minor,parameterVersion,pinDevice,vehicleIdentificationNumber,parameterVersionOnDevice,comment,groups,timeZoneId,deviceFlags,deviceType,id,ignoreDownloadsUntil,maxSecondsBetweenLogs,name,productId,serialNumber,timeToDownload,workTime,devicePlans,devicePlanBillingInfo,customProperties,mediaFiles
False,False,ListenOnlyModeReasonNoneId,"[0, 0, 0, 0, 0, 0, 0, 0]","[False, False, False, False, False, False, False, False]",False,0,30,False,"[False, False, False, False]","[False, False, False, False, False, False, False, False]",22,0,-34,26,False,False,0,False,True,False,False,False,True,1,0,3500,10,2025-03-25 09:59:31.473000+00:00,2050-01-01 00:00:00+00:00,False,False,False,EngineTypeGenericId,3,False,4,90,100,English,0,"[{'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 18.4}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 13.04}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 20.79}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 6.6}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 6.6}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 18.64}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 16.72}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 6.6}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 9.36}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 9.36}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 64.36}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 186.2}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 10.97}, {'name': 'Upto 2 GB', 'maxUsageBytes': '000000007d000000', 'fee': 7.18}]",[],[],[],False,WV1ZZZSK3RX038932,False,0,5573MMW,,45,23,2,True,WV1ZZZSK3RX038932,2,VW LCV CADDY CARGO 2.0 TDI 55 KW (75 CV) 6 VEL,"[{'id': 'GroupVehicleId'}, {'id': 'GroupDieselId'}, {'id': 'b2E76'}]",Europe/Berlin,"{'activeFeatures': ['GoActive'], 'isActiveTrackingAllowed': True, 'isContinuousConnectAllowed': False, 'isEngineAllowed': True, 'isGarminAllowed': True, 'isHOSAllowed': True, 'isIridiumAllowed': True, 'isOdometerAllowed': True, 'isTripDetailAllowed': True, 'isUIAllowed': True, 'isVINAllowed': True, 'ratePlans': []}",GO9B,b103,0001-01-01 00:00:00+00:00,200,5573MMW,124,GAT1CCPXA0RS,1.00:00:00,WorkTimeStandardHoursId,['Unknown'],"[{'billingLevel': 35, 'devicePlanName': 'GO'}]",[],[]
