type,dateTime,device,driver,version,id
Driver,2025-09-18 12:08:54.065000+00:00,{'id': 'b103'},"{'id': 'b2FE', 'isDriver': True}",0000000000000af9,aO2-rvBBAh0ae16MKoTvr5Q
